network_id,station_id,mechanism,gap_length,season,n_placements,mae_deg_c
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.418119021824428
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.5546088581993466
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.28964998551777427
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.3609310604277112
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.3581222057342531
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,1.3084670770735969
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.5949623471214657
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.9250292664482481
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.8777898039136615
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.32484074764370163
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.3759344918387278
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.4129534017472039
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.7388811747233073
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.40830923716227224
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.15183778717404312
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.30622267950148807
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.23931687956764577
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.20337151345752513
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.6495910508292061
chmi_labe,0-203-1-004200,uniform_block,7,DJF,20,0.5595272041502453
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.27627261479695653
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.5028339930943079
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.12935897578363825
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.5266463915507
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.44444750831240715
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,1.0013855616251626
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.7900481996082129
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.5251603126525878
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.6610242356918368
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.6076621645972843
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.41237847918555837
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,1.142107327779134
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.1642387662615101
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.47611680257888056
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.6912797882443383
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.7299651282174249
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.8530721709841774
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.9943650109427316
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.33855999537876663
chmi_labe,0-203-1-004200,uniform_block,7,MAM,20,0.3367103576660157
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.7683144887288412
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.5807828449067617
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.5183325631277909
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.30214836483909985
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.4277468363444003
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.4332561856224427
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.7747266678583047
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.6677730015345984
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.5390077409290132
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.3108082725888206
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.6609909057617175
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,0.37981013343447706
chmi_labe,0-203-1-004200,uniform_block,7,JJA,20,1.1874071575346439
