site_id,n_raw,n_sentinel,n_out_of_range,n_provisional_dropped,n_constant_run_days,n_jump,qualified_years,verdict,notes,network_id,eligible_for_network,exclusion_reason
09163500,12181,0,0,80,236,0,33,accepted_with_flags,suspect_constant_run,huc8_14010005,True,
09132095,1301,0,0,104,0,0,0,accepted,,huc8_14020004,False,qualified_years_lt_6
09136100,6294,0,0,89,24,0,16,accepted_with_flags,suspect_constant_run,huc8_14020004,True,
385553107243301,1616,0,0,203,0,0,0,accepted,,huc8_14020004,False,qualified_years_lt_6
09217000,4286,4,0,145,85,0,0,rejected_sentinel,suspect_constant_run,huc8_14040106,False,rejected_sentinel
09234500,12289,0,0,35,0,0,27,accepted_with_flags,estimated_approved,huc8_14040106,True,
09261000,9811,0,0,141,315,0,25,accepted_with_flags,estimated_approved;suspect_constant_run,huc8_14040106,True,
09306007,3223,0,0,0,0,0,4,accepted,,huc8_14050006,False,qualified_years_lt_6
09306222,4687,0,0,0,369,2,8,accepted_with_flags,suspect_constant_run;suspect_jump,huc8_14050006,True,
09306242,4676,0,0,0,0,0,12,accepted,,huc8_14050006,True,
09306255,3969,0,0,0,160,1,6,accepted_with_flags,suspect_constant_run;suspect_jump,huc8_14050006,True,
09306395,2496,0,0,0,324,0,3,accepted_with_flags,suspect_constant_run,huc8_14050007,False,qualified_years_lt_6
09306500,3434,0,0,142,665,1,6,accepted_with_flags,estimated_approved;suspect_constant_run;suspect_jump,huc8_14050007,True,
09306900,1825,0,0,0,191,2,1,accepted_with_flags,suspect_constant_run;suspect_jump,huc8_14050007,False,qualified_years_lt_6
09359020,2734,0,0,85,0,0,0,accepted,,huc8_14080104,False,qualified_years_lt_6
09361500,3142,0,0,22,0,0,6,accepted,,huc8_14080104,True,
09363500,2770,10,0,53,53,0,6,rejected_sentinel,suspect_constant_run,huc8_14080104,False,rejected_sentinel
09364500,3983,35,0,542,0,0,8,rejected_sentinel,,huc8_14080104,False,rejected_sentinel
09522005,3453,0,0,19,0,0,9,accepted,,huc8_15030108,True,
09534000,3464,0,0,27,0,0,9,accepted,,huc8_15030108,True,
09534550,3445,0,0,28,0,0,9,accepted,,huc8_15030108,True,
10133650,5916,0,0,179,91,0,15,accepted_with_flags,suspect_constant_run,huc8_16020102,True,
10133800,9025,0,0,117,0,0,24,accepted,,huc8_16020102,True,
10133980,6966,0,0,154,30,0,18,accepted_with_flags,suspect_constant_run,huc8_16020102,True,
10336610,6214,0,0,259,174,0,15,accepted_with_flags,suspect_constant_run,huc8_16050101,True,
10336730,2275,16,0,203,0,0,5,rejected_sentinel,,huc8_16050101,False,rejected_sentinel
10336780,6013,0,0,255,174,0,13,accepted_with_flags,suspect_constant_run,huc8_16050101,True,
10348000,2744,0,0,0,41,0,5,accepted_with_flags,suspect_constant_run,huc8_16050102,False,qualified_years_lt_6
10348200,11907,0,0,111,161,0,28,accepted_with_flags,suspect_constant_run,huc8_16050102,True,
10350500,15322,0,0,40,0,1,34,accepted_with_flags,suspect_jump,huc8_16050102,True,
10351600,10584,0,0,116,18,0,25,accepted_with_flags,suspect_constant_run,huc8_16050102,True,
