network_id,station_id,gap_length,placement,gap_start,gap_end,season,mae_deg_c,rmse_deg_c,climatology_mae_deg_c,achieved_skill,empirical_transfer_prediction,risk_source,risk_supported,n_eval_days,dist_annual_mean,dist_summer_mean,dist_amplitude,dist_phase_doy,dist_p90,dist_summer_max,dist_exceed_20_days,dist_exceed_25_days,dist_degree_days_10,dist_trend_slope,signed_annual_mean,signed_summer_mean,signed_amplitude,signed_phase_doy,signed_p90,signed_summer_max,signed_exceed_20_days,signed_exceed_25_days,signed_degree_days_10,signed_trend_slope,recover_annual_mean,recover_summer_mean,recover_amplitude,recover_phase_doy,recover_p90,recover_summer_max,recover_exceed_20_days,recover_exceed_25_days,recover_degree_days_10,recover_trend_slope
arso_sava,3420,7,0,2022-01-01,2022-01-07,DJF,0.42402786527361186,0.4866506948004368,0.8571428571428571,0.5053008238474528,0.2706727589879717,exact_start,True,1096,0.002435158726074249,0.0,0.02869821466425293,0.017921329313765,0.0,0.0,0.0,0.0,0.0,0.003656073922979869,-0.002435158726074249,0.0,0.02869821466425293,-0.017921329313765,0.0,0.0,0.0,0.0,0.0,0.003656073922979869,0.0052919708029204315,0.0,0.062365591397849585,0.0395954178331408,0.0,0.0,0.0,0.0,0.0,0.007945205479452044
arso_sava,3420,7,1,2022-11-12,2022-11-18,SON,0.3915498188563757,0.44514763651533573,0.8285714285714285,0.5274398737940293,0.305522129876273,station_gap_season,True,1096,0.002500774390506777,0.0,0.0,0.05394079445227362,0.0,0.0,0.0,0.0,0.0,0.0037545873041018307,-0.002500774390506777,0.0,0.0,-0.05394079445227362,0.0,0.0,0.0,0.0,0.0,0.0037545873041018307,0.0052919708029204315,0.0,0.0,0.1142052336564916,0.0,0.0,0.0,0.0,0.0,0.007945205479452044
arso_sava,3420,7,2,2023-07-28,2023-08-03,JJA,0.6101037706647602,0.8097702013396969,2.1999999999999997,0.7226801042432908,0.46404201098850806,station_gap_season,True,1096,0.0038966481703042177,0.01547364635744053,0.03591874850693699,0.006878913379438245,0.0,0.0,0.0,0.0,4.270726394653366,2.220446049250313e-16,-0.0038966481703042177,-0.01547364635744053,-0.03591874850693699,-0.006878913379438245,0.0,0.0,0.0,0.0,-4.270726394653366,-2.220446049250313e-16,0.014051094890508153,0.05579710144927574,0.0741935483870968,0.032012312789930775,0.0,0.0,0.0,0.0,15.400000000000091,3.941291737419306e-15
arso_sava,3420,7,3,2024-04-10,2024-04-16,MAM,0.6719006674630305,0.7967720039986119,1.157142857142857,0.4193451021924428,0.3978957080841064,station_gap_season,True,1096,0.0031026401658991176,0.0,0.0,0.07093267540741977,0.0,0.0,0.0,0.0,1.900000000000091,0.004645483089928432,-0.0031026401658991176,0.0,0.0,0.07093267540741977,0.0,0.0,0.0,0.0,-1.900000000000091,-0.004645483089928432,0.006295620437956728,0.0,0.0,0.1432776635180062,0.0,0.0,0.0,0.0,1.900000000000091,0.009426229508200185
arso_sava,3420,7,4,2024-12-24,2024-12-30,DJF,0.1703860691615513,0.20459998428601728,0.8857142857142855,0.8076286315917969,0.2706727589879717,exact_start,True,1096,0.000912692773079371,0.0,0.0,0.00995648516197889,0.0,0.0,0.0,0.0,0.0,0.0013665454635184149,0.000912692773079371,0.0,0.0,0.00995648516197889,0.0,0.0,0.0,0.0,0.0,0.0013665454635184149,0.005656934306568218,0.0,0.0,0.05897810954431293,0.0,0.0,0.0,0.0,0.0,0.008469945355192854
arso_sava,3420,30,0,2022-03-15,2022-04-13,MAM,0.5604389667510986,0.6546404206887556,0.7766666666666668,0.2784047638397874,0.5423544435501099,exact_start,True,1096,0.001380515185587683,0.0,0.0,0.009445627485405339,0.0,0.0,0.0,0.0,0.0,0.0020726638950701315,-0.001380515185587683,0.0,0.0,0.009445627485405339,0.0,0.0,0.0,0.0,0.0,0.0020726638950701315,0.00757299270072842,0.0,0.0,0.16393742756721963,0.0,0.0,0.0,0.0,0.0,0.011369863013699633
arso_sava,3420,30,1,2022-11-18,2022-12-17,SON,0.5271930408477784,0.6007642656944852,0.5966666666666665,0.11643624438919786,0.47375809526443485,station_gap_season,True,1096,0.014430466446562207,0.0,0.0,0.27196182426166615,0.0,0.0,0.0,0.0,0.0,0.021665467432103652,0.014430466446562207,0.0,0.0,0.27196182426166615,0.0,0.0,0.0,0.0,0.0,-0.021665467432103652,0.016332116788323248,0.0,0.0,0.28900319133566654,0.0,0.0,0.0,0.0,0.0,0.02452054794520811
arso_sava,3420,30,2,2023-07-24,2023-08-22,JJA,1.0138066355387372,1.3764191204097957,2.4599999999999995,0.5878834814883181,0.5113282848993937,station_gap_season,True,1096,0.026177354450641843,0.10395065390545355,0.03519736669396778,0.12262604572708824,0.0,0.0,0.0,0.0,28.690380477905364,6.938893903907228e-15,0.026177354450641843,0.10395065390545355,0.03519736669396778,0.12262604572708824,0.0,0.0,0.0,0.0,28.690380477905364,-6.938893903907228e-15,0.06715328467153192,0.2666666666666657,0.15591397849462396,0.2922709378576087,0.0,0.0,0.0,0.0,73.60000000000014,1.2545520178264269e-14
arso_sava,3420,30,3,2024-03-28,2024-04-26,MAM,0.48696839650472,0.6625296858264661,0.8633333333333333,0.4359439422725251,0.5423544435501099,station_gap_season,True,1096,0.0032072460564389615,0.0,0.0,0.07423394146312035,0.0,0.0,0.0,0.0,1.900000000000091,0.00480210611729226,-0.0032072460564389615,0.0,0.0,0.07423394146312035,0.0,0.0,0.0,0.0,-1.900000000000091,-0.00480210611729226,0.00045620437956195303,0.0,0.0,0.013228522362965123,0.0,0.0,0.0,0.0,1.900000000000091,0.0006830601092884803
arso_sava,3420,30,4,2024-12-01,2024-12-30,DJF,0.20765966097513838,0.26183073580471194,0.5566666666666666,0.6269586928590328,0.3990823993682861,exact_start,True,1096,0.0028349828546065936,0.0,0.0,0.037972720652987846,0.0,0.0,0.0,0.0,0.0,0.004244728427116845,-0.0028349828546065936,0.0,0.0,-0.037972720652987846,0.0,0.0,0.0,0.0,0.0,-0.004244728427116845,0.001916058394161979,0.0,0.0,0.05791906759412768,0.0,0.0,0.0,0.0,0.0,0.00286885245901794
