site_id,name,latitude,longitude,huc,site_type,found
02290709,10B BLACK CREEK CANAL AT OLD CUTLER RD NR GOULDS,25.55986111,-80.35955556,3090202,Stream,True
022908295,"BOTTLE CREEK AT ROOKERY BRANCH NEAR HOMESTEAD, FL",25.46797778,-80.8545278,3090202,Stream,True
02290928,"BARRON RIVER AT EVERGLADES CITY, FL",25.86972222,-81.3825,30902040700,Stream,True
02290930,"TURNER RIVER NR CHOKOLOSKEE ISLAND, FL",25.8286111,-81.3416667,3090204,Stream,True
02297345,PEACE RIVER AT PLATT FL,27.08666667,-81.9994444,3100101,Stream,True
02297350,PEACE RIVER NR PEACE RIVER HEIGHTS NR FT. OGDEN FL,27.07755529,-82.00730919,3100101,Stream,True
02297460,PEACE RIVER AT HARBOUR HEIGHTS FL,26.98755802,-81.99429977,31001011106,Stream,True
02298202,SHELL CREEK NEAR PUNTA GORDA FL,26.98478028,-81.93568702,31001011104,Stream,True
02299727,SHAKETT CREEK NEAR NOKOMIS FL,27.14394198,-82.4301452,3100201,Stream,True
02299734,CURRY CREEK AT HIGHWAY 41 AT NOKOMIS FL,27.11271944,-82.4474111,3100201,Stream,True
023000095,MANATEE RIVER AT RYE FL,27.51364999,-82.3670375,3100202,Stream,True
02301500,"ALAFIA RIVER AT LITHIA PINECREST RD AT LITHIA, FL",27.872248,-82.2112008,3100204,Stream,True
02301718,"ALAFIA RIVER AT US 301 AT RIVERVIEW, FL",27.86934167,-82.3264528,3100204,Stream,True
02301721,ALAFIA RIVER AT GIBSONTON FL,27.85974739,-82.3842598,3100204,Stream,True
02304000,HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL,28.05446224,-82.3637032,3100205,Stream,True
02304510,HILLSBOROUGH RIVER AT ROWLETT PK DR NEAR TAMPA FL,28.02200556,-82.43504167,31002050503,Stream,True
02304517,HILLSBOROUGH R BL HANNAHS WHIRL NR SULPHUR SPGS FL,28.0151611,-82.4424056,3100205,Stream,True
023060013,HILLSBOROUGH R. AT I-275 BRIDGE AT SULPHUR SPGS FL,28.0202967,-82.4548166,3100205,Stream,True
02306028,HILLSBOROUGH RIVER AT PLATT STREET AT TAMPA FL,27.94197079,-82.45875611,31002050503,Stream,True
02310308,PITHLACHASCOTEE R AT MAIN ST AT NEW PORT RICHEY FL,28.25029429,-82.72265211,31002070404,Stream,True
02310650,CHASSAHOWITZKA RIVER NEAR HOMOSASSA FL,28.71527923,-82.57681407,31002070204,Stream,True
02310673,CHASSAHOWITZKA R AT DOG ISL NR CHASSAHOWITZKA FL,28.70263889,-82.62472222,31002070204,Stream,True
02310674,CHASSAHOWITZKA R AT MOUTH NR CHASSAHOWITZKA FL,28.69472438,-82.63903809,31002070204,Stream,True
02310689,HALLS RIVER AT HOMOSASSA SPRINGS FL,28.81311111,-82.60563889,31002070104,Stream,True
02310690,HALLS RIVER NEAR HOMOSASSA FL,28.80137159,-82.6026,3100207,Stream,True
02310700,HOMOSASSA R AT HOMOSASSA FL,28.78527705,-82.61792627,31002070104,Stream,True
02310740,SARAGASSA CANAL AT CRYSTAL RIVER FL,28.89055148,-82.59570328,31002070102,Stream,True
02310742,CRYSTAL RIVER AT MOUTH OF KINGS BAY FL,28.89336111,-82.60555556,31002070102,Stream,True
02310752,SALT RIVER NEAR CRYSTAL RIVER FL,28.90155556,-82.64580556,31002070102,Stream,True
02313272,WITHLACOOCHEE R AT CHAMBERS IS NEAR YANKEETOWN FL,29.00112873,-82.76583301,31002070600,Stream,True
02313700,"WACCASASSA RIVER NR GULF HAMMOCK, FLA.",29.20413378,-82.769001,3110101,Stream,True
02315550,SUWANNEE RIVER AT SUWANNEE SPRINGS FLA,30.3929988,-82.9331875,3110201,Stream,True
02315626,"ALAPAHA RISE ABOVE SW 68TH DRIVE NEAR JASPER, FL",30.439444,-83.089278,31102010904,Stream,True
02317620,ALAPAHA RIVER NEAR JENNINGS FLA,30.59826888,-83.073195,3110202,Stream,True
02319000,"WITHLACOOCHEE RIVER NEAR PINETTA, FLA.",30.59548716,-83.2595906,3110203,Stream,True
02319394,"WITHLACOOCHEE RIVER NR LEE, FLA",30.41049435,-83.18013979,3110203,Stream,True
02319800,"SUWANNEE RIVER AT DOWLING PARK, FLORIDA",30.244722,-83.249722,31102050105,Stream,True
02320500,"SUWANNEE RIVER AT BRANFORD, FLA.",29.955785,-82.9276278,3110205,Stream,True
02321500,"SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.",29.9219073,-82.4262246,3110206,Stream,True
02321958,"SANTA FE RIVER AT RIVER RISE NR HIGH SPRINGS, FL",29.8735723,-82.59122849,3110206,Stream,True
02322500,"SANTA FE RIVER NEAR FORT WHITE, FLA.",29.84884769,-82.7151204,3110206,Stream,True
02322700,"ICHETUCKNEE R @ HWY27 NR HILDRETH, FL",29.95273288,-82.7859573,3110206,Stream,True
02322800,SANTA FE RIVER NR HILDRETH FLA,29.91162076,-82.8604033,3110206,Stream,True
02323592,SUWANNEE RIVER AB GOPHER RIVER NR SUWANNEE FL,29.33940554,-83.086515,3110205,Stream,True
02326526,WACISSA RIVER NR WACISSA FLA,30.3013159,-83.9796085,3110103,Stream,True
02327031,"SPRING CREEK NEAR SPRING CREEK, FL",30.07270485,-84.3273972,3120001,Stream,True
02358000,APALACHICOLA RIVER AT CHATTAHOOCHEE FLA,30.7010251,-84.8590871,3130011,Stream,True
02359170,"APALACHICOLA RIVER NR SUMATRA,FLA.",29.94937094,-85.0154686,3130011,Stream,True
250802081035500,"EAST SIDE CREEK NEAR LAKE INGRAHAM, FL",25.136969,-81.064381,3090203,Stream,True
251003080435500,"MCCORMICK CREEK AT MOUTH NEAR KEY LARGO, FL",25.16819444,-80.73358889,3090202,Stream,True
251209080350100,"MUD CREEK AT MOUTH NR HOMESTEAD, FL",25.203303,-80.584111,30902021400,Stream,True
251241080385300,"UPSTREAM TAYLOR RIVER NEAR HOMESTEAD, FL",25.210297,-80.647667,30902021300,Stream,True
251253080320100,"TROUT CREEK AT MOUTH NEAR KEY LARGO, FL",25.2148972,-80.5335056,3090202,Stream,True
253044080555900,EDEN 3 in Everglades National Park,25.512125,-80.933153,30902021300,Stream,True
255123081321300,FAKA UNION BOUNDARY AT CHANNEL MARKER 6 FL,25.8565,-81.5370556,3090204,Stream,True
255138081321701,FAKA UNION BOUNDARY NEAR PANTHER KEY FL,25.86051667,-81.53795,3090204,Stream,True
255151080371501,"WETLAND AT S-152 OUTFLOW NEAR COOPERTOWN, FL",25.86415,-80.6208333,3090202,Stream,True
255327081275900,"EAST RIVER NEAR EVERGLADES CITY, FL",25.89538889,-81.4555,3090204,Stream,True
255432081303900,FAKA-UNION RIVER NEAR THE MOUTH,25.90880556,-81.5109167,3090204,Stream,True
255534081324000,"PUMPKIN RIVER NEAR GOODLAND, FL",25.926,-81.5443056,3090204,Stream,True
255654081350200,"BLACKWATER RIVER NEAR GOODLAND, FL",25.9523611,-81.5844222,3090204,Stream,True
255726081303700,"FAKA UNION CANAL BOAT BASIN AT PORT OF ISLES,FL",25.9569972,-81.5109083,3090204,Stream,True
265651080045500,"LOX RIVER AT COAST GUARD DOCK NR JUPITER, FL",26.9478354,-80.08170838,3090202,Stream,True
265906080093500,"LOXAHATCHEE RIVER AT MILE 9.1 NEAR JUPITER, FL",26.98528333,-80.16,3090202,Stream,True
265929080091800,"LOX RIVER AT OUTLET OF KITCHINGS CREEK, FL",26.9914,-80.1548333,3090202,Stream,True
285531082412600,CRYSTAL RV AT MOUTH NR SHELL ISL NR CRYSTAL RV FL,28.92527778,-82.69063889,3100207,Stream,True
294213081345300,"ST. JOHNS RIVER AT DANCY POINT NEAR SPUDS, FL",29.70385766,-81.5811919,3080103,Stream,True
300803081354500,"JULINGTON CRK AT HOOD LANDING NR BAYARD, FL",30.13408889,-81.5959,3080103,Stream,True
301057081414800,"ST.JOHNS RVR AB BUCKMAN BRIDGE AT JACKSONVILLE,FL",30.18245833,-81.69676389,3080103,Stream,True
301124081395901,"ST.JOHNS RIVER BUCKMAN BRIDGE AT JACKSONVILLE,FL",30.1902405,-81.6662048,3080103,Stream,True
301204081434900,"ORTEGA RIVER SALINITY AT JACKSONVILLE, FL",30.20118056,-81.7304,3080103,Stream,True
301510081383500,"ST JOHNS RVR AT CHRISTOPHER PT NR JACKSONVILLE, FL",30.25288889,-81.6431,3080103,Stream,True
301817081393600,"ST JOHNS RIVER BL MARCO LK AT JACKSONVILLE, FL",30.30478056,-81.6601,3080103,Stream,True
302309081333001,"ST JOHNS R DAMES POINT BRIDGE AT JACKSONVILLE, FL",30.3860727,-81.55814749,3080103,Stream,True
302609081453300,"TROUT RIVER BL US 1 AT DINSMORE, FL",30.43585,-81.7592,3080103,Stream,True
302657081312400,"CLAPBOARD CRK AB BUCKHORN BLUFF NR JAX, FL",30.44928889,-81.5233,3080103,Stream,True
02176930,"CHATTOOGA RIVER AT BURRELLS FORD, NR PINE MTN, GA",34.97452778,-83.1161667,3060102,Stream,True
02181350,"TALLULAH R AT TERRORA PWRHSE, NR TALLULAH FALLS,GA",34.75027778,-83.405,3060102,Stream,True
02197000,"SAVANNAH RIVER AT AUGUSTA, GA",33.37252778,-81.9420833,3060106,Stream,True
02198810,"ABERCORN CREEK NEAR SAVANNAH,GA",32.25602778,-81.1780278,3060109,Stream,True
02198820,"ABERCORN CREEK AT MOUTH NEAR SAVANNAH, GA",32.24916667,-81.1536111,3060109,Stream,True
02198840,"SAVANNAH RIVER I-95 NEAR PORT WENTWORTH, GA",32.2354722,-81.1510833,3060109,Stream,True
02198920,"SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA",32.16533333,-81.1549167,3060109,Stream,True
02198950,"MIDDLE RIVER AT GA 25 AT PORT WENTWORTH, GA",32.1657222,-81.1379722,3060109,Stream,True
02198955,"MIDDLE RIVER AT FISH HOLE AT PORT WENTWORTH, GA",32.14277778,-81.1352778,3060109,Stream,True
021989715,"SAVANNAH RIVER AT GARDEN CITY, GA",32.11608333,-81.1283333,3060109,Stream,True
021989773,"SAVANNAH RIVER AT USACE DOCK, AT SAVANNAH, GA",32.08041667,-81.0813611,3060109,Stream,True
021989792,"LITTLE BACK RIVER AT GA 25 AT PORT WENTWORTH, GA",32.16583333,-81.13,3060109,Stream,True
021989793,"LITTLE BACK RIVER AT HOG ISLAND, NEAR SAVANNAH, GA",32.13666667,-81.1219444,3060109,Stream,True
0219897945,"BACK RIVER 0.4 MI DOWNSTREAM US17, NR SAVANNAH, GA",32.09777778,-81.0827778,3060109,Stream,True
02198980,"SAVANNAH RIVER AT FORT PULASKI, GA",32.03580556,-80.9060556,3060109,Stream,True
022035975,"HUDSON CREEK AT MERIDIAN LANDING, NEAR MERIDIAN,GA",31.45333333,-81.3627778,3060204,Stream,True
02203603,"SOUTH RIVER AT SPRINGDALE ROAD, AT ATLANTA, GA",33.68388889,-84.4152778,3070103,Stream,True
02203655,"SOUTH RIVER AT FORREST PARK ROAD, AT ATLANTA, GA",33.67891667,-84.35813889,3070103,Stream,True
02203700,"INTRENCHMENT CR AT CONSTITUTION RD, NR ATLANTA, GA",33.68902778,-84.3301111,3070103,Stream,True
02203831,"DOOLITTLE CREEK AT FLAT SHOALS RD, NR DECATUR, GA",33.70569444,-84.2921944,3070103,Stream,True
02203863,"SHOAL CREEK AT COLUMBIA DRIVE NEAR ATLANTA, GA",33.69319444,-84.25388889,3070103,Stream,True
02203873,"COBBS CREEK AT RAINBOW DR, NEAR DECATUR, GA",33.70941667,-84.2391667,3070103,Stream,True
02203900,"SOUTH RIVER AT FLAKES MILL ROAD NR ATLANTA, GA",33.66577778,-84.224,3070103,Stream,True
02203950,"SNAPFINGER CREEK NEAR DECATUR, GA",33.7632222,-84.2203611,3070103,Stream,True
02203960,"SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA",33.69666667,-84.1986111,3070103,Stream,True
02204037,"POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA",33.66819444,-84.1511667,3070103,Stream,True
02204070,"SOUTH RIVER AT KLONDIKE ROAD, NEAR LITHONIA, GA",33.6301111,-84.1284722,3070103,Stream,True
02204130,"HONEY CREEK AT GA 212, NEAR CONYERS, GA",33.57975,-84.06425,3070103,Stream,True
02205522,"PEW CREEK AT PATTERSON RD, NEAR LAWRENCEVILLE, GA",33.92588889,-84.0378056,3070103,Stream,True
02205865,"SWEETWATER CREEK AT CLUB DRIVE NEAR LILBURN, GA",33.9411111,-84.1077778,3070103,Stream,True
02207120,"YELLOW RIVER AT GA 124, NEAR LITHONIA, GA",33.7725,-84.0581944,3070103,Stream,True
02207135,"LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA",33.83041667,-84.1393333,3070103,Stream,True
02207160,"STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA",33.77327778,-84.0771667,3070103,Stream,True
02207185,"NO BUSINESS CREEK AT LEE ROAD, BELOW SNELLVILLE,GA",33.7775,-84.0377778,3070103,Stream,True
02207220,"YELLOW RIVER AT PLEASANT HILL ROAD, NR LITHONIA,GA",33.7335833,-84.0615556,3070103,Stream,True
02207335,"YELLOW RIVER AT GEES MILL ROAD, NEAR MILSTEAD, GA",33.66694444,-83.9380556,3070103,Stream,True
02207385,"BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",33.81527778,-83.99013889,3070103,Stream,True
02207400,"BRUSHY FORK CREEK AT BEAVER ROAD, NR LOGANVILLE,GA",33.82138889,-83.9425,3070103,Stream,True
02208130,"SHOAL CREEK AT PAPER MILL RD, NR LAWRENCEVILLE, GA",33.9497222,-83.9483333,3070103,Stream,True
02208150,"ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",33.91694444,-83.8880556,3070103,Stream,True
02208450,"ALCOVY RIVER ABOVE COVINGTON, GA",33.63938889,-83.7784167,3070103,Stream,True
02208493,"CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA",33.6285,-83.7988611,3070103,Stream,True
02212600,"FALLING CREEK NEAR JULIETTE, GA",33.10030556,-83.7231667,3070103,Stream,True
02217274,"WHEELER CREEK AT BILL CHEEK ROAD, NEAR AUBURN, GA",34.0822222,-83.8544444,3070101,Stream,True
02217643,"PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA",34.1620583,-83.5250944,3070101,Stream,True
02218565,"APALACHEE RIVER AT FENCE ROAD, NEAR DACULA, GA",34.01027778,-83.8941667,3070101,Stream,True
02225000,"ALTAMAHA RIVER NEAR BAXLEY, GA",31.9395,-82.35338889,3070106,Stream,True
02318500,"WITHLACOOCHEE RIVER AT US 84, NEAR QUITMAN, GA",30.79330556,-83.4534444,3110203,Stream,True
02330450,"CHATTAHOOCHEE RIVER AT HELEN, GA",34.7009722,-83.72925,3130001,Stream,True
02333500,"CHESTATEE RIVER NEAR DAHLONEGA, GA",34.52827778,-83.9402222,3130001,Stream,True
02334430,"CHATTAHOOCHEE RIVER AT BUFORD DAM, NEAR BUFORD, GA",34.15666667,-84.0784167,3130001,Stream,True
02334480,"RICHLAND CREEK AT SUWANEE DAM ROAD, NEAR BUFORD,GA",34.1325,-84.07,3130001,Stream,True
02334578,"LEVEL CREEK AT SUWANEE DAM ROAD, NEAR SUWANEE, GA",34.09638889,-84.0780556,3130001,Stream,True
02334652,CHATTAHOOCHEE R 0.96 MI US MCGINNIS FY SUWANEE GA,34.0588333,-84.1106944,3130001,Stream,True
02334653,CHATTAHOOCHEE R 0.76 MI US MCGINNIS FY SUWANEE GA,34.0567222,-84.1083333,3130001,Stream,True
02334654,"CHATTAHOOCHEE R 0.5 MI US MCGINNIS FY SUWANEE, GA",34.05388889,-84.1052778,3130001,Stream,True
02334885,"SUWANEE CREEK AT SUWANEE, GA",34.0325,-84.08888889,3130001,Stream,True
02335000,"CHATTAHOOCHEE RIVER NEAR NORCROSS, GA",33.9972222,-84.2019444,3130001,Stream,True
02335350,"CROOKED CREEK NEAR NORCROSS, GA",33.965,-84.2647222,3130001,Stream,True
02335400,"CHATTAHOOCHEE R 0.39 MI DS GA140, ALPHARETTA, GA",33.97305556,-84.26888889,3130001,Stream,True
02335405,"CHATTAHOOCHEE R 0.47 MI DS GA140, ALPHARETTA, GA",33.9733333,-84.27,3130001,Stream,True
02335450,"CHATTAHOOCHEE RIVER ABOVE ROSWELL, GA",33.98580556,-84.3156944,3130001,Stream,True
02335777,"CHATTAHOOCHEE R 0.27 MI US WILLEO CR, ROSWELL, GA",33.99666667,-84.3844444,3130001,Stream,True
02335778,"CHATTAHOOCHEE R 0.25 MI US WILLEO CR, ROSWELL, GA",33.99638889,-84.3844444,3130001,Stream,True
02335779,"CHATTAHOOCHEE R .18 MI US WILLEO CR, ROSWELL, GA",33.99527778,-84.3844444,3130001,Stream,True
02335815,"CHATTAHOOCHEE RIVER BELOW MORGAN FALLS DAM, GA",33.96775,-84.3836667,3130001,Stream,True
02335870,"SOPE CREEK NEAR MARIETTA, GA",33.95388889,-84.4433333,3130001,Stream,True
02335880,"CHATT R AT POWERS FY AND I-285 NR ATLANTA, GA",33.9019722,-84.4430278,3130001,Stream,True
02336000,"CHATTAHOOCHEE RIVER AT ATLANTA, GA",33.85916667,-84.4544444,3130001,Stream,True
02336030,"N.F. PEACHTREE CREEK AT GRAVES RD, NR DORAVILLE,GA",33.9058333,-84.225,3130001,Stream,True
02336120,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",33.83155556,-84.3427778,3130001,Stream,True
02336152,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",33.81044444,-84.2479722,3130001,Stream,True
023362095,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",33.82138889,-84.2747222,3130001,Stream,True
02336240,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",33.8030833,-84.3406944,3130001,Stream,True
02336300,"PEACHTREE CREEK AT ATLANTA, GA",33.82030556,-84.40763889,3130001,Stream,True
02336313,"WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA",33.82163889,-84.43863889,3130001,Stream,True
02336340,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",33.89775,-84.34525,3130001,Stream,True
02336360,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",33.86916667,-84.37888889,3130001,Stream,True
02336410,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",33.8382222,-84.4392778,3130001,Stream,True
02336526,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",33.7944722,-84.4741944,3130002,Stream,True
02336728,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA",33.74352778,-84.5681667,3130002,Stream,True
02337000,"SWEETWATER CREEK NEAR AUSTELL, GA",33.77677778,-84.6155,3130002,Stream,True
02337170,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",33.65666667,-84.6736111,3130002,Stream,True
02337410,"DOG RIVER AT GA 5, NEAR FAIRPLAY, GA",33.65380556,-84.8210278,3130002,Stream,True
02337498,"SNAKE CRK DS SNAKE CRK RESERVIOR NR WHITESBURG, GA",33.52638889,-84.9367222,3130002,Stream,True
02338523,"HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",33.3407222,-85.2267222,3130002,Stream,True
02343805,"CHATTAHOOCHEE RIVER AT MILE 46 NEAR COLUMBIA, ALA",31.24908333,-85.1066111,3130004,Stream,True
02344630,"LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA",33.35727778,-84.5826111,3130005,Stream,True
02344673,"FLAT CREEK DS OF LAKE AT PEACHTREE CITY, GA",33.38316667,-84.5727222,3130005,Stream,True
02356000,"FLINT RIVER AT BAINBRIDGE, GA",30.91030556,-84.5805,3130008,Stream,True
02357150,"SPRING CREEK NEAR REYNOLDSVILLE, GA",30.903,-84.7495,3130010,Stream,True
02382500,"COOSAWATTEE RIVER AT CARTERS, GA",34.60380556,-84.6957778,3150102,Stream,True
02385800,"HOLLY CREEK NEAR CHATSWORTH, GA",34.71675,-84.77025,3150101,Stream,True
02388975,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",34.4090833,-84.0198056,3150104,Stream,True
02388985,"RUSSELL CRK 0.3 MI DS HEAD LAKE NR DAWSONVILLE, GA",34.3986111,-84.0566667,3150104,Stream,True
02389150,"ETOWAH RIVER AT GA 9, NEAR DAWSONVILLE, GA",34.3575833,-84.1135833,3150104,Stream,True
02392000,"ETOWAH RIVER AT CANTON, GA",34.24019444,-84.4945278,3150104,Stream,True
02394000,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",34.1629722,-84.7410833,3150104,Stream,True
02394682,"RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA",34.0789722,-84.8544444,3150104,Stream,True
02394820,"EUHARLEE CREEK AT US 278, AT ROCKMART, GA",33.9974722,-85.0536944,3150104,Stream,True
02397000,"COOSA RIVER MAYOS BAR NEAR ROME, GA",34.2005,-85.25641667,3150105,Stream,True
02413210,"LITTLE TALLAPOOSA R AT GA 100, NEAR BOWDON, GA",33.49269444,-85.2793056,3150108,Stream,True
03544970,"HIWASSEE RIVER AT RIVERSIDE DR, NR HIAWASSEE, GA",34.8836111,-83.7223056,6020002,Stream,True
12305000,"KOOTENAI RIVER AT LEONIA, ID",48.6168833,-116.0491944,17010104,Stream,True
12309500,KOOTENAI RIVER AT BONNERS FERRY ID,48.69805556,-116.3125,17010104,Stream,True
12322000,KOOTENAI RIVER AT PORTHILL ID,48.99638889,-116.5075,17010104,Stream,True
12391950,CLARK FORK RIVER BELOW CABINET GORGE DAM ID,48.08805556,-116.0727778,17010213,Stream,True
12413360,EF PINE CREEK ABV GILBERT CR NEAR PINEHURST ID,47.44027778,-116.1752778,17010302,Stream,True
12413370,EF PINE CREEK ABV NABOB CR NEAR PINEHURST ID,47.47666667,-116.2216667,17010302,Stream,True
12413445,PINE CREEK BELOW AMY GULCH NEAR PINEHURST ID,47.5081222,-116.2418,17010302,Stream,True
13032500,SNAKE RIVER NR IRWIN ID,43.3508333,-111.2188889,17040104,Stream,True
13038500,SNAKE RIVER AT LORENZO ID,43.73527778,-111.87805556,170402010102,Stream,True
13055000,TETON RIVER NR ST ANTHONY ID,43.9272222,-111.6138889,17040204,Stream,True
13056500,HENRYS FORK NR REXBURG ID,43.8258333,-111.905,17040203,Stream,True
13057000,SNAKE RIVER NR MENAN ID,43.75277778,-111.9791667,17040201,Stream,True
13068500,BLACKFOOT RIVER NR BLACKFOOT ID,43.13055556,-112.4766667,17040207,Stream,True
13069500,SNAKE RIVER NR BLACKFOOT ID,43.12527778,-112.5188889,17040206,Stream,True
13073000,PORTNEUF RIVER AT TOPAZ ID,42.6247222,-112.0880556,17040208,Stream,True
13081500,SNAKE R NR MINIDOKA ID AT HOWELLS FERRY,42.67277778,-113.5002778,17040209,Stream,True
13092747,ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID,42.5625,-114.4947222,17040212,Stream,True
13094000,SNAKE RIVER NR BUHL ID,42.6658333,-114.7122222,17040212,Stream,True
13108150,SALMON FALLS CREEK NR HAGERMAN ID,42.69638889,-114.8552778,17040213,Stream,True
13120500,BIG LOST RIVER AT HOWELL RANCH NR CHILLY ID,43.9983333,-114.021111,17040218,Stream,True
13140800,BIG WOOD RIVER AT STANTON CROSSING NR BELLEVUE ID,43.329167,-114.319167,170402190604,Stream,True
13150430,SILVER CREEK AT SPORTSMAN ACCESS NR PICABO ID,43.3233611,-114.10835,17040221,Stream,True
13152500,MALAD RIVER NR GOODING ID,42.88638889,-114.8030556,17040219,Stream,True
13154500,SNAKE RIVER AT KING HILL ID,43.0022222,-115.2025,17050101,Stream,True
13168500,BRUNEAU RIVER NR HOT SPRING ID,42.7711111,-115.7202778,17050102,Stream,True
13172500,SNAKE RIVER NR MURPHY ID,43.25481389,-116.3906389,17050103,Stream,True
13176400,"EF OWYHEE RIVER AT CRUTCHER CROSSING, ID",42.26136944,-116.8684417,17050104,Stream,True
13185000,BOISE RIVER NR TWIN SPRINGS ID,43.66805556,-115.7252778,17050112,Stream,True
13192200,SF BOISE RIVER AT NEAL BRIDGE NR ARROWROCK DAM ID,43.55055556,-115.7219444,17050113,Stream,True
13211205,"BOISE RIVER AT CALDWELL, ID",43.67735278,-116.7011306,17050114,Stream,True
13211210,"BOISE RIVER ABV INDIAN CREEK AT CALDWELL, ID",43.67776944,-116.7054944,17050114,Stream,True
13213100,SNAKE RIVER AT NYSSA OR,43.8761111,-116.9825,17050115,Stream,True
13251000,PAYETTE RIVER NR PAYETTE ID,44.042222,-116.925278,170501220905,Stream,True
13266000,WEISER RIVER NR WEISER ID,44.27,-116.7722222,17050124,Stream,True
13269000,SNAKE RIVER AT WEISER ID,44.24555556,-116.9808333,17050201,Stream,True
13296000,YANKEE FORK SALMON RIVER NR CLAYTON ID,44.27888889,-114.7338889,17060201,Stream,True
13307000,SALMON RIVER NR SHOUP ID,45.3225,-114.44,17060203,Stream,True
13310800,"EFSF SALMON R ABV MEADOW CRK NR STIBNITE, ID",44.90225,-115.325667,170602080201,Stream,True
13310850,"MEADOW CREEK NR STIBNITE, ID",44.889528,-115.360222,170602080201,Stream,True
13311000,"EF OF SF SALMON RIVER AT STIBNITE, ID",44.905722,-115.3295,170602080201,Stream,True
13311250,"EFSF SALMON R ABV SUGAR CRK NR STIBNITE, ID",44.934778,-115.336694,170602080201,Stream,True
13311450,"SUGAR CREEK NR STIBNITE, ID",44.936361,-115.337222,170602080202,Stream,True
13317000,SALMON RIVER AT WHITE BIRD ID,45.75027778,-116.3238889,17060209,Stream,True
13317660,SNAKE RIVER AT McDUFF RAPIDS AT CHINA GARDEN ID,46.00305556,-116.9169444,17060103,Stream,True
13338500,SF CLEARWATER RIVER AT STITES ID,46.08638889,-115.9766667,17060305,Stream,True
13340000,CLEARWATER RIVER AT OROFINO ID,46.4783333,-116.2575,17060306,Stream,True
13340600,NF CLEARWATER RIVER NR CANYON RANGER STATION ID,46.84055556,-115.621111,17060307,Stream,True
13341000,NF CLEARWATER RIVER AT AHSAHKA ID,46.5043462,-116.3204192,17060308,Stream,True
13341050,CLEARWATER RIVER NR PECK ID,46.50027778,-116.3925,17060306,Stream,True
13342500,CLEARWATER RIVER AT SPALDING ID,46.4483333,-116.8275,17060306,Stream,True
13343000,CLEARWATER RIVER NR LEWISTON ID,46.43416667,-116.9677778,17060306,Stream,True
03339000,"VERMILION RIVER NEAR DANVILLE, IL",40.1010833,-87.5976111,5120109,Stream,True
03612600,"OHIO RIVER AT OLMSTED, IL",37.17921867,-89.058404,5140206,Stream,True
05440700,"ROCK RIVER AT BYRON, IL",42.12218889,-89.2553639,7090005,Stream,True
05527000,"KANKAKEE RIVER AT CUSTER PARK, IL",41.2461111,-88.1275,7120001,Stream,True
05527500,"KANKAKEE RIVER NEAR WILMINGTON, IL",41.3463333,-88.1867222,7120001,Stream,True
05536137,"CHICAGO S & S CANAL AT WESTERN AVE AT CHICAGO, IL",41.83719444,-87.6854167,7120003,Stream,True
05536995,"CHICAGO SANITARY AND SHIP CANAL AT ROMEOVILLE, IL",41.64,-88.0599722,7120004,Stream,True
05537980,"DES PLAINES RIVER AT ROUTE 53 AT JOLIET, IL",41.5364722,-88.0836944,7120004,Stream,True
05538010,"DES PLAINES RIVER AT ROCKDALE, IL",41.505,-88.0997222,7120004,Stream,True
05538020,"DES PLAINES RIVER IN LOCK CHANNEL AT ROCKDALE, IL",41.5,-88.1069444,7120004,Stream,True
05539670,"DES PLAINES RIVER AT CHANNAHON, IL",41.41444444,-88.2144444,7120004,Stream,True
